proteinid,method,start,end,length,rna_class,position,signature,uniprot_accession,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_polar,frac_hydrophobic,frac_strong_hydro,frac_aromatic,frac_disorder,frac_positive,frac_negative,fcr,ncpr,frac_GS,n_RG_motifs,RG_repeat_cluster,RG_repeat_region,n_SR_motifs,SR_repeat_cluster,SR_repeat_region,n_GS_motifs,GS_repeat_cluster,GS_repeat_region,polar_n_runs,polar_mean_run_length,polar_max_run_length,polar_mean_gap,polar_cv_gap,polar_label,hydrophobic_n_runs,hydrophobic_mean_run_length,hydrophobic_max_run_length,hydrophobic_mean_gap,hydrophobic_cv_gap,hydrophobic_label,aromatic_n_runs,aromatic_mean_run_length,aromatic_max_run_length,aromatic_mean_gap,aromatic_cv_gap,aromatic_label,disorder_n_runs,disorder_mean_run_length,disorder_max_run_length,disorder_mean_gap,disorder_cv_gap,disorder_label,charged_n_runs,charged_mean_run_length,charged_max_run_length,charged_mean_gap,charged_cv_gap,charged_label,cooc_positive_aromatic,uniprot_length,coverage_per_lcr
Q9UPN6,AlcoR,374,388,15,mRNA,domain_adjacent,acidic_region,Q9UPN6,0.0,0.0,0.2,0.3333333333333333,0.06666666666666667,0.1333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.6,0.4,0.2666666666666667,0.06666666666666667,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333,-0.5333333333333333,0.1333333333333333,0,0,False,0,0,False,0,0,False,5,1.8,3,1.5,0.3333333333333333,dispersed,4,1.5,2,2.333333333333333,0.2020305089104421,dispersed,1,1.0,1,,,dispersed,4,2.0,3,1.333333333333333,0.3535533905932738,dispersed,5,1.6,3,1.75,0.2474358296526968,dispersed,0.0,1271.0,0.011801730920535013
Q08211,AlcoR,1067,1084,18,ncRNA,distal_terminal,unmapped_physicochemical_properties,Q08211,0.05555555555555555,0.0,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1666666666666667,0.0,0.0,0.3888888888888889,0.7222222222222222,0.5,0.05555555555555555,0.4444444444444444,0.1111111111111111,0.05555555555555555,0.1666666666666667,0.05555555555555555,0.1666666666666667,0,0,False,0,0,False,0,0,False,3,2.333333333333333,3,1.0,0.0,dispersed,4,3.25,5,1.666666666666667,0.565685424949238,dispersed,1,1.0,1,,,dispersed,3,2.666666666666667,4,1.0,0.0,dispersed,2,1.5,2,3.0,0.0,dispersed,0.1428571428571428,1270.0,0.014173228346456693
Q9NR48,AlcoR,1187,1202,16,ncRNA,unclassified_no_pfam,acidic_region,Q9NR48,0.0,0.0,0.125,0.125,0.0,0.0625,0.0625,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.3125,0.0625,0.0,0.0,0.0,0.6875,0.3125,0.125,0.0625,0.625,0.0,0.25,0.25,-0.25,0.375,0,0,False,0,0,False,1,0,False,2,5.5,8,2.0,0.0,compact,4,1.25,2,3.333333333333333,0.1414213562373095,dispersed,1,1.0,1,,,dispersed,6,1.666666666666667,3,1.2,0.3333333333333334,dispersed,3,1.333333333333333,2,3.5,0.1428571428571428,dispersed,0.0,2969.0,0.005389019872010778
Q9NR48,AlcoR,1215,1269,55,ncRNA,unclassified_no_pfam,basic_enriched_region,Q9NR48,0.0,0.03636363636363636,0.03636363636363636,0.07272727272727272,0.03636363636363636,0.01818181818181818,0.09090909090909091,0.01818181818181818,0.2,0.07272727272727272,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.03636363636363636,0.09090909090909091,0.1090909090909091,0.03636363636363636,0.03636363636363636,0.0,0.03636363636363636,0.7272727272727273,0.6,0.2181818181818182,0.1636363636363636,0.5636363636363636,0.2909090909090909,0.1090909090909091,0.4,0.1818181818181818,0.1272727272727273,0,0,False,0,0,False,0,0,False,10,4.0,7,1.666666666666667,0.6324555320336759,dispersed,15,2.2,7,1.5,0.4879500364742666,dispersed,9,1.0,1,4.625,1.198672262785767,dispersed,15,2.066666666666667,6,1.714285714285714,0.6400954789890506,dispersed,12,1.833333333333333,4,3.0,0.8040302522073697,dispersed,0.7441860465116279,2969.0,0.018524755810037048
Q9Y2W6,AlcoR,33,97,65,ncRNA,domain_edge,mixed_charge_polyampholyte,Q9Y2W6,0.04615384615384616,0.0,0.09230769230769231,0.1384615384615385,0.01538461538461539,0.07692307692307693,0.0,0.09230769230769231,0.04615384615384616,0.06153846153846154,0.01538461538461539,0.01538461538461539,0.01538461538461539,0.06153846153846154,0.1538461538461539,0.01538461538461539,0.04615384615384616,0.07692307692307693,0.0,0.03076923076923077,0.6,0.5076923076923077,0.2923076923076923,0.04615384615384616,0.5538461538461539,0.2,0.2307692307692308,0.4307692307692308,-0.03076923076923077,0.09230769230769231,0,0,False,1,0,False,0,0,False,16,2.4375,11,1.666666666666667,0.5215361924162119,dispersed,17,1.941176470588235,7,1.8125,0.8325997563896301,dispersed,3,1.0,1,5.5,0.6363636363636364,dispersed,15,2.4,7,1.928571428571429,0.6635730691544042,dispersed,17,1.647058823529412,4,2.1875,0.670668262531743,dispersed,0.3,561.0,0.11586452762923351
Q9Y2W6,AlcoR,103,561,459,ncRNA,domain_edge,aromatic_sticker_region,Q9Y2W6,0.07407407407407407,0.01525054466230937,0.06753812636165578,0.0915032679738562,0.02396514161220044,0.06318082788671024,0.02396514161220044,0.05664488017429194,0.05882352941176471,0.09803921568627451,0.0196078431372549,0.0261437908496732,0.06100217864923747,0.03050108932461874,0.04139433551198257,0.09586056644880174,0.05664488017429194,0.05882352941176471,0.01525054466230937,0.02178649237472767,0.5294117647058824,0.5860566448801743,0.2941176470588235,0.08496732026143791,0.5163398692810458,0.1002178649237473,0.159041394335512,0.2592592592592592,-0.05882352941176471,0.159041394335512,1,0,False,5,0,False,8,0,False,122,1.991803278688525,7,1.735537190082645,0.6007553823965776,dispersed,122,2.204918032786885,9,1.570247933884298,0.5837124477057587,dispersed,33,1.181818181818182,3,13.03125,1.106820497364207,dispersed,116,2.043103448275862,9,1.88695652173913,0.6803441671506204,dispersed,87,1.367816091954023,4,3.837209302325582,0.6984437639925315,dispersed,1.0,561.0,0.8181818181818182
Q9BYD2,AlcoR,1,267,267,ribosomal protein,domain_edge,aromatic_sticker_region,Q9BYD2,0.0749063670411985,0.01123595505617977,0.0149812734082397,0.08614232209737828,0.02247191011235955,0.07116104868913857,0.02247191011235955,0.02247191011235955,0.0898876404494382,0.1161048689138577,0.0149812734082397,0.04868913857677903,0.06367041198501873,0.03370786516853932,0.08614232209737828,0.03370786516853932,0.0449438202247191,0.101123595505618,0.02247191011235955,0.01872659176029963,0.50187265917603,0.6329588014981273,0.3183520599250936,0.08614232209737828,0.5393258426966292,0.1760299625468165,0.101123595505618,0.2771535580524345,0.0749063670411985,0.1048689138576779,4,0,False,0,0,False,0,0,False,69,1.942028985507246,8,1.852941176470588,0.622699849077239,dispersed,65,2.6,7,1.53125,0.5532833351724881,dispersed,18,1.277777777777778,3,11.47058823529412,0.8547658094976236,dispersed,68,2.117647058823529,8,1.805970149253731,0.5173052018026058,dispersed,60,1.233333333333333,4,2.949152542372881,0.8523978597129563,dispersed,1.0,267.0,1.0
Q5JPI9,AlcoR,1,236,236,tRNA,domain_edge,aromatic_sticker_region,Q5JPI9,0.05932203389830509,0.00847457627118644,0.05084745762711865,0.0847457627118644,0.06779661016949153,0.1101694915254237,0.01271186440677966,0.0635593220338983,0.06779661016949153,0.09745762711864407,0.01694915254237288,0.0423728813559322,0.02966101694915254,0.02542372881355932,0.03813559322033899,0.09745762711864407,0.0423728813559322,0.05084745762711865,0.01694915254237288,0.01694915254237288,0.4957627118644068,0.6313559322033898,0.3305084745762712,0.1144067796610169,0.5127118644067796,0.1059322033898305,0.1355932203389831,0.2415254237288136,-0.02966101694915254,0.2076271186440678,0,0,False,3,0,False,5,0,False,63,1.857142857142857,6,1.887096774193548,0.7439826057191672,dispersed,60,2.483333333333333,11,1.474576271186441,0.4730831178679696,dispersed,23,1.173913043478261,2,8.181818181818182,0.7075431322192431,dispersed,63,1.920634920634921,6,1.82258064516129,0.6426143837037906,dispersed,40,1.425,4,4.435897435897436,0.806850286076959,dispersed,1.0,236.0,1.0
Q8IV42,AlcoR,1,103,103,tRNA,unclassified_no_pfam,aromatic_sticker_region,Q8IV42,0.1359223300970874,0.02912621359223301,0.03883495145631068,0.03883495145631068,0.02912621359223301,0.0970873786407767,0.009708737864077669,0.02912621359223301,0.04854368932038835,0.116504854368932,0.03883495145631068,0.01941747572815534,0.05825242718446602,0.05825242718446602,0.07766990291262135,0.03883495145631068,0.02912621359223301,0.05825242718446602,0.01941747572815534,0.02912621359223301,0.4077669902912621,0.6699029126213593,0.3203883495145631,0.08737864077669903,0.5533980582524272,0.1262135922330097,0.07766990291262135,0.2038834951456311,0.04854368932038835,0.1359223300970874,2,0,False,0,0,False,1,0,False,22,1.909090909090909,4,2.761904761904762,0.9605785018747669,dispersed,21,3.285714285714286,9,1.65,0.5169309730070297,dispersed,8,1.125,2,6.857142857142857,0.4228704818788426,dispersed,26,2.192307692307693,11,1.8,0.6666666666666667,dispersed,18,1.166666666666667,3,3.882352941176471,0.7696015211636542,dispersed,0.8607594936708861,348.0,0.2959770114942529
Q14152,AlcoR,342,947,606,mRNA,unclassified_no_pfam,mixed_charge_polyampholyte,Q14152,0.05115511551155116,0.0033003300330033,0.05115511551155116,0.1831683168316832,0.01815181518151815,0.0231023102310231,0.0165016501650165,0.04785478547854786,0.08250825082508251,0.1023102310231023,0.01815181518151815,0.0231023102310231,0.0297029702970297,0.07260726072607261,0.136963696369637,0.03795379537953796,0.02805280528052805,0.0429042904290429,0.01155115511551155,0.0198019801980198,0.6633663366336634,0.4653465346534654,0.2607260726072607,0.066006600660066,0.6171617161716172,0.2194719471947195,0.2343234323432343,0.4537953795379538,-0.01485148514851485,0.06105610561056106,3,0,False,7,0,False,1,0,False,134,3.0,13,1.526315789473684,0.5935500666931809,dispersed,146,1.931506849315068,8,2.193103448275862,0.72896310454268,dispersed,38,1.052631578947368,2,13.89189189189189,0.8872917848041559,dispersed,134,2.791044776119403,17,1.714285714285714,0.6845197232088994,dispersed,130,2.115384615384615,12,2.558139534883721,0.9914510611278654,dispersed,1.0,1382.0,0.4384949348769899
Q14152,AlcoR,955,1077,123,mRNA,unclassified_no_pfam,rg_rgg_repeat_region,Q14152,0.04878048780487805,0.0,0.2520325203252032,0.04878048780487805,0.008130081300813009,0.1138211382113821,0.008130081300813009,0.008130081300813009,0.0,0.01626016260162602,0.01626016260162602,0.02439024390243903,0.08943089430894309,0.0,0.2682926829268293,0.04065040650406504,0.01626016260162602,0.008130081300813009,0.03252032520325204,0.0,0.6910569105691057,0.2764227642276423,0.08943089430894309,0.04878048780487805,0.6097560975609756,0.2682926829268293,0.3008130081300813,0.5691056910569106,-0.03252032520325204,0.1544715447154472,13,6,True,2,0,False,1,0,False,23,3.695652173913043,9,1.727272727272727,0.3113726201631377,dispersed,24,1.416666666666667,3,3.608695652173913,0.5404255781206218,dispersed,6,1.0,1,15.6,0.6116338688141828,dispersed,26,2.884615384615385,9,1.88,0.6612880965072363,dispersed,25,2.8,4,2.208333333333333,0.1839017800907352,dispersed,0.9893617021276596,1382.0,0.08900144717800289
Q14152,AlcoR,1084,1382,299,mRNA,unclassified_no_pfam,rg_rgg_repeat_region,Q14152,0.03010033444816054,0.0,0.2006688963210702,0.1204013377926421,0.006688963210702341,0.06688963210702341,0.0,0.003344481605351171,0.0334448160535117,0.02675585284280936,0.01003344481605351,0.01672240802675585,0.0802675585284281,0.003344481605351171,0.2775919732441471,0.05351170568561873,0.01337792642140468,0.02006688963210702,0.03678929765886288,0.0,0.7558528428093646,0.2474916387959866,0.1036789297658863,0.04347826086956522,0.6655518394648829,0.3110367892976589,0.3210702341137124,0.6321070234113713,-0.01003344481605351,0.1204013377926421,13,7,True,6,0,False,0,0,False,43,5.255813953488372,29,1.738095238095238,0.58967789726112,dispersed,55,1.345454545454545,5,4.055555555555555,0.9625176531830779,dispersed,13,1.0,1,20.41666666666667,0.6902063746808963,dispersed,61,3.262295081967213,13,1.616666666666667,0.5985599326595787,dispersed,53,3.566037735849056,19,2.115384615384615,0.6195172740873026,dispersed,1.0,1382.0,0.21635311143270622
O94874,AlcoR,1,374,374,unknown,unclassified_no_pfam,aromatic_sticker_region,O94874,0.0748663101604278,0.0106951871657754,0.06149732620320856,0.07219251336898395,0.04010695187165775,0.05614973262032086,0.0160427807486631,0.07754010695187166,0.04545454545454546,0.1042780748663102,0.008021390374331552,0.03475935828877005,0.01871657754010695,0.06684491978609626,0.06684491978609626,0.06684491978609626,0.053475935828877,0.09358288770053476,0.008021390374331552,0.02406417112299465,0.516042780748663,0.6122994652406417,0.3556149732620321,0.08823529411764706,0.4679144385026738,0.1122994652406417,0.1336898395721925,0.2459893048128342,-0.0213903743315508,0.1229946524064171,4,0,False,2,0,False,4,0,False,99,1.949494949494949,8,1.826530612244898,0.6059585738336073,dispersed,97,2.360824742268041,10,1.5,0.4614791034954486,dispersed,32,1.03125,2,10.67741935483871,0.7598893013782473,dispersed,90,1.944444444444444,5,2.224719101123596,0.6896482677354383,dispersed,73,1.26027397260274,3,3.888888888888889,0.6997083940719119,dispersed,1.0,794.0,0.47103274559193953
O94874,AlcoR,405,424,20,unknown,unclassified_no_pfam,arginine_rich_rna_contact_region,O94874,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.15,0.2,0.1,0.05,0.0,0.0,0.9,0.45,0.1,0.0,0.7,0.4,0.2,0.6,0.2,0.2,0,0,False,0,0,False,0,0,False,3,6.0,14,1.0,0.0,compact,6,1.5,2,2.0,0.7745966692414834,dispersed,0,,0,,,insufficient,6,2.333333333333333,5,1.2,0.3333333333333334,dispersed,2,6.0,11,5.0,0.0,compact,0.0,794.0,0.02518891687657431
Q9UNY4,AlcoR,384,396,13,mRNA,distal_terminal,disorder_rich_spacer_region,Q9UNY4,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.1538461538461539,0.1538461538461539,0.1538461538461539,0.0,0.1538461538461539,0.0,0.0,0.6153846153846154,0.3846153846153846,0.3076923076923077,0.07692307692307693,0.6153846153846154,0.2307692307692308,0.07692307692307693,0.3076923076923077,0.1538461538461539,0.1538461538461539,0,0,False,1,0,False,0,0,False,4,2.0,3,1.333333333333333,0.3535533905932738,dispersed,4,1.25,2,2.333333333333333,0.5345224838248487,dispersed,1,1.0,1,,,dispersed,5,1.6,3,1.0,0.0,dispersed,2,2.0,2,3.0,0.0,dispersed,0.2222222222222222,1162.0,0.011187607573149742
Q9UNY4,AlcoR,871,1162,292,mRNA,domain_edge,sr_rs_repeat_region,Q9UNY4,0.05136986301369863,0.01712328767123288,0.03767123287671233,0.07876712328767123,0.03082191780821918,0.0684931506849315,0.03424657534246575,0.03424657534246575,0.05821917808219178,0.1506849315068493,0.02397260273972603,0.03767123287671233,0.03082191780821918,0.05136986301369863,0.05821917808219178,0.113013698630137,0.0410958904109589,0.0684931506849315,0.00684931506849315,0.00684931506849315,0.523972602739726,0.5924657534246576,0.3219178082191781,0.07876712328767123,0.5102739726027398,0.1164383561643836,0.1164383561643836,0.2328767123287671,0.0,0.1815068493150685,2,0,False,5,3,True,5,0,False,79,1.936708860759494,6,1.717948717948718,0.638310590458003,dispersed,67,2.582089552238806,19,1.803030303030303,0.7174423575963529,dispersed,21,1.095238095238095,2,13.25,1.01111656626383,dispersed,67,2.223880597014925,6,2.151515151515151,0.7381947989509104,dispersed,53,1.283018867924528,5,4.211538461538462,1.017383979219557,dispersed,1.0,1162.0,0.2512908777969019
Q5T481,AlcoR,1,105,105,mRNA,unclassified_no_pfam,cation_pi_rich_neighborhood,Q5T481,0.1333333333333333,0.009523809523809525,0.0380952380952381,0.009523809523809525,0.009523809523809525,0.04761904761904762,0.009523809523809525,0.01904761904761905,0.02857142857142857,0.1238095238095238,0.02857142857142857,0.0380952380952381,0.219047619047619,0.1142857142857143,0.0380952380952381,0.08571428571428572,0.009523809523809525,0.0380952380952381,0.0,0.0,0.3714285714285714,0.4571428571428571,0.219047619047619,0.01904761904761905,0.6761904761904762,0.06666666666666667,0.04761904761904762,0.1142857142857143,0.01904761904761905,0.1333333333333333,1,0,False,0,0,False,2,0,False,29,1.344827586206897,3,2.071428571428572,0.6041867402736287,dispersed,24,2.0,7,2.478260869565217,1.121709990396195,dispersed,2,1.0,1,26.0,0.0,dispersed,24,2.958333333333333,16,1.304347826086957,0.5734883511361751,dispersed,10,1.2,2,9.222222222222221,1.152981203399542,dispersed,0.3375,1227.0,0.08557457212713937
Q5T481,AlcoR,107,321,215,mRNA,unclassified_no_pfam,aromatic_sticker_region,Q5T481,0.1069767441860465,0.0,0.01395348837209302,0.02790697674418605,0.04186046511627907,0.1255813953488372,0.03720930232558139,0.02325581395348837,0.02325581395348837,0.04651162790697674,0.02325581395348837,0.04186046511627907,0.1162790697674419,0.07906976744186046,0.01395348837209302,0.1116279069767442,0.07906976744186046,0.05581395348837209,0.004651162790697674,0.02790697674418605,0.4604651162790698,0.5953488372093023,0.2232558139534884,0.1116279069767442,0.6046511627906976,0.03720930232558139,0.04186046511627907,0.07906976744186046,-0.004651162790697674,0.2372093023255814,1,0,False,0,0,False,4,0,False,49,2.020408163265306,7,2.416666666666667,0.6367650107799789,dispersed,50,2.56,10,1.714285714285714,0.6236095644623236,dispersed,21,1.142857142857143,2,8.1,0.9586004379162549,dispersed,52,2.5,7,1.666666666666667,0.5780291057194469,dispersed,16,1.0625,2,11.86666666666667,0.8117151312879555,dispersed,1.0,1227.0,0.1752241238793806
O60506,AlcoR,18,34,17,mRNA,distal_terminal,aromatic_sticker_region,O60506,0.1176470588235294,0.0,0.05882352941176471,0.05882352941176471,0.05882352941176471,0.05882352941176471,0.05882352941176471,0.05882352941176471,0.0,0.1176470588235294,0.0,0.05882352941176471,0.0,0.05882352941176471,0.0,0.1176470588235294,0.1176470588235294,0.05882352941176471,0.0,0.0,0.5294117647058824,0.6470588235294118,0.2941176470588235,0.1176470588235294,0.4117647058823529,0.0,0.1176470588235294,0.1176470588235294,-0.1176470588235294,0.1764705882352941,0,0,False,0,0,False,0,0,False,4,2.25,4,2.0,0.408248290463863,dispersed,5,2.2,4,1.5,0.5773502691896257,dispersed,2,1.0,1,3.0,0.0,dispersed,4,1.75,2,3.0,0.2721655269759087,dispersed,2,1.0,1,6.0,0.0,dispersed,0.0,623.0,0.027287319422150885
O60506,AlcoR,47,65,19,mRNA,distal_terminal,aromatic_sticker_region,O60506,0.2105263157894737,0.0,0.1052631578947368,0.1052631578947368,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.1578947368421053,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.1052631578947368,0.0,0.05263157894736842,0.4210526315789473,0.6842105263157895,0.3684210526315789,0.1052631578947368,0.4736842105263158,0.05263157894736842,0.2105263157894737,0.2631578947368421,-0.1578947368421053,0.1052631578947368,0,0,False,0,0,False,0,0,False,4,2.0,3,3.0,0.7200822998230957,dispersed,4,3.25,8,2.0,0.408248290463863,dispersed,2,1.0,1,6.0,0.0,dispersed,5,1.8,3,1.75,0.4738035414793428,dispersed,3,1.666666666666667,3,1.5,0.3333333333333333,dispersed,0.0,623.0,0.030497592295345103
O60506,AlcoR,69,89,21,mRNA,distal_terminal,aromatic_sticker_region,O60506,0.09523809523809523,0.0,0.1428571428571428,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.0,0.04761904761904762,0.1428571428571428,0.0,0.04761904761904762,0.0,0.1428571428571428,0.0,0.09523809523809523,0.0,0.09523809523809523,0.0,0.0,0.5714285714285714,0.5238095238095238,0.2857142857142857,0.09523809523809523,0.4761904761904762,0.04761904761904762,0.1904761904761905,0.2380952380952381,-0.1428571428571428,0.1428571428571428,0,0,False,0,0,False,0,0,False,5,2.4,4,2.25,0.9622504486493764,dispersed,4,2.75,6,2.0,0.408248290463863,dispersed,2,1.0,1,6.0,0.0,dispersed,8,1.25,2,1.428571428571429,0.3464101615137755,dispersed,3,1.666666666666667,2,5.0,0.8,dispersed,0.2352941176470588,623.0,0.033707865168539325
O60506,AlcoR,240,271,32,mRNA,domain_edge,cation_pi_rich_neighborhood,O60506,0.03125,0.0,0.0,0.125,0.0625,0.0625,0.0,0.0625,0.125,0.09375,0.0,0.0625,0.03125,0.03125,0.03125,0.09375,0.09375,0.09375,0.0,0.0,0.5625,0.625,0.3125,0.0625,0.53125,0.15625,0.125,0.28125,0.03125,0.15625,0,0,False,0,0,False,1,0,False,7,2.571428571428572,7,2.0,0.5,dispersed,9,2.222222222222222,4,1.5,0.4714045207910317,dispersed,2,1.0,1,16.0,0.0,dispersed,8,2.125,4,1.714285714285714,0.4082482904638631,dispersed,7,1.285714285714286,2,2.666666666666667,0.7705517503711221,dispersed,0.56,623.0,0.051364365971107544
O60506,AlcoR,321,336,16,mRNA,domain_edge,acidic_region,O60506,0.125,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.1875,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.5,0.4375,0.25,0.0625,0.5625,0.0625,0.375,0.4375,-0.3125,0.0,0,0,False,0,0,False,0,0,False,6,1.333333333333333,2,1.6,0.5,dispersed,3,2.333333333333333,4,4.0,0.5,dispersed,1,1.0,1,,,dispersed,7,1.285714285714286,2,1.166666666666667,0.3194382824999699,dispersed,6,1.166666666666667,2,1.8,0.415739709641549,dispersed,0.0,623.0,0.025682182985553772
Q9UHI6,AlcoR,630,683,54,snRNA,distal_terminal,cation_pi_rich_neighborhood,Q9UHI6,0.01851851851851852,0.0,0.07407407407407407,0.05555555555555555,0.01851851851851852,0.05555555555555555,0.0,0.01851851851851852,0.07407407407407407,0.05555555555555555,0.0,0.05555555555555555,0.01851851851851852,0.07407407407407407,0.05555555555555555,0.2962962962962963,0.01851851851851852,0.07407407407407407,0.0,0.03703703703703703,0.7407407407407407,0.3703703703703703,0.2037037037037037,0.05555555555555555,0.6481481481481481,0.1296296296296296,0.1296296296296296,0.2592592592592592,0.0,0.3518518518518519,0,0,False,1,0,False,2,0,False,8,5.0,18,1.714285714285714,0.8079466429027214,dispersed,12,1.666666666666667,3,3.090909090909091,0.6960093862470136,dispersed,3,1.0,1,20.5,0.3658536585365854,dispersed,14,2.5,7,1.307692307692308,0.3529411764705883,dispersed,14,1.0,1,2.923076923076923,0.9047428125090045,dispersed,0.5238095238095238,824.0,0.06553398058252427
Q9UHI6,AlcoR,736,824,89,snRNA,distal_terminal,aromatic_sticker_region,Q9UHI6,0.101123595505618,0.01123595505617977,0.05617977528089887,0.07865168539325842,0.02247191011235955,0.0,0.05617977528089887,0.02247191011235955,0.0,0.0449438202247191,0.0449438202247191,0.0449438202247191,0.02247191011235955,0.07865168539325842,0.101123595505618,0.0898876404494382,0.03370786516853932,0.0,0.05617977528089887,0.1348314606741573,0.7303370786516854,0.5280898876404494,0.3258426966292135,0.2696629213483146,0.4719101123595505,0.101123595505618,0.1348314606741573,0.2359550561797753,-0.03370786516853932,0.0898876404494382,0,0,False,1,0,False,0,0,False,19,3.421052631578947,12,1.333333333333333,0.5,dispersed,23,2.043478260869565,7,1.681818181818182,0.6049467374486323,dispersed,17,1.411764705882353,3,3.375,0.6361320013821358,dispersed,22,1.909090909090909,5,2.238095238095238,0.8489335039685107,dispersed,16,1.3125,3,4.133333333333334,1.052226221309683,dispersed,0.9705882352941176,824.0,0.10800970873786407
Q96IP4,AlcoR,1,91,91,unknown,domain_edge,aromatic_sticker_region,Q96IP4,0.04395604395604396,0.04395604395604396,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2417582417582418,0.03296703296703297,0.04395604395604396,0.0,0.06593406593406594,0.02197802197802198,0.03296703296703297,0.05494505494505494,0.02197802197802198,0.02197802197802198,0.05494505494505494,0.02197802197802198,0.02197802197802198,0.01098901098901099,0.03296703296703297,0.3846153846153846,0.6593406593406593,0.2747252747252747,0.1538461538461539,0.5164835164835165,0.02197802197802198,0.1538461538461539,0.1758241758241758,-0.1318681318681319,0.2967032967032967,1,0,False,0,0,False,1,0,False,24,1.458333333333333,4,2.260869565217391,0.6147833601209916,dispersed,22,2.727272727272727,6,1.428571428571429,0.5537749241945384,dispersed,13,1.076923076923077,2,5.833333333333333,0.6407903283430231,dispersed,22,2.136363636363636,5,2.047619047619047,0.7456381182270417,dispersed,14,1.142857142857143,3,5.307692307692307,0.6828532747472317,dispersed,0.2714285714285714,442.0,0.20588235294117646
Q96IP4,AlcoR,409,421,13,unknown,domain_adjacent,aromatic_sticker_region,Q96IP4,0.1538461538461539,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.1538461538461539,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.2307692307692308,0.5384615384615384,0.6153846153846154,0.4615384615384616,0.3076923076923077,0.3076923076923077,0.0,0.07692307692307693,0.07692307692307693,-0.07692307692307693,0.07692307692307693,0,0,False,0,0,False,0,0,False,4,1.75,4,1.333333333333333,0.3535533905932738,dispersed,4,2.0,3,1.333333333333333,0.3535533905932738,dispersed,3,1.333333333333333,2,3.5,0.4285714285714285,dispersed,4,1.0,1,1.666666666666667,0.282842712474619,dispersed,1,1.0,1,,,dispersed,0.0,442.0,0.029411764705882353
Q9H668,AlcoR,12,23,12,unknown,domain_adjacent,hydrophobic_region,Q9H668,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.1666666666666667,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.5,0.1666666666666667,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333,-0.08333333333333333,0.1666666666666667,0,0,False,0,0,False,0,0,False,4,1.0,1,1.666666666666667,0.282842712474619,dispersed,3,2.666666666666667,5,2.0,0.0,compact,2,1.0,1,5.0,0.0,dispersed,3,1.333333333333333,2,2.5,0.2,dispersed,1,1.0,1,,,dispersed,0.0,368.0,0.03260869565217391
Q9H668,AlcoR,213,229,17,unknown,distal_terminal,aromatic_sticker_region,Q9H668,0.0,0.0,0.0,0.1764705882352941,0.1176470588235294,0.0,0.0,0.0,0.05882352941176471,0.1176470588235294,0.05882352941176471,0.05882352941176471,0.0,0.1764705882352941,0.05882352941176471,0.05882352941176471,0.0,0.05882352941176471,0.0,0.05882352941176471,0.6470588235294118,0.4705882352941176,0.4117647058823529,0.1764705882352941,0.5294117647058824,0.1176470588235294,0.1764705882352941,0.2941176470588235,-0.05882352941176471,0.05882352941176471,0,0,False,0,0,False,0,0,False,4,2.75,4,1.666666666666667,0.565685424949238,dispersed,5,1.6,3,2.25,0.3685138655950444,dispersed,2,1.5,2,8.0,0.0,dispersed,5,1.8,3,1.75,0.4738035414793428,dispersed,4,1.25,2,3.666666666666667,0.6803013430498075,dispersed,0.1538461538461539,368.0,0.04619565217391304
